BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	host_age_s	isolate_s	serotype_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	collected_by_s	collection_date_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	host_disease_s	isolation_source_s	lat_lon_s	source_s
SAMN03765085	SRX1067450	2014201413	2015-06-22	936	552	2016-03-18	SRR2072326	SRS967287	2014201413	0	162	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765036	SRX1067451	2014201418	2015-06-22	612	381	2016-03-18	SRR2072327	SRS967286	2014201418	4	113	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765053	SRX1067452	2014201462	2015-06-22	260	132	2016-03-18	SRR2072328	SRS967285	2014201462	4	130	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764973	SRX1067453	2014201466	2015-06-22	456	228	2016-03-18	SRR2072329	SRS967284	2014201466	4	50	12F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765097	SRX1067454	2014201471	2015-06-22	262	129	2016-03-18	SRR2072330	SRS967283	2014201471	1	174	35B	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764982	SRX1067455	2014201763	2015-06-22	326	154	2016-03-18	SRR2072331	SRS967282	2014201763	3	59	15A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765084	SRX1067456	2014201773	2015-06-22	1081	662	2016-03-18	SRR2072332	SRS967281	2014201773	1	161	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765055	SRX1067457	2014201852	2015-06-22	709	418	2016-03-18	SRR2072333	SRS967280	2014201852	3	132	23A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765005	SRX1067458	2014201854	2015-06-22	456	280	2016-03-18	SRR2072334	SRS967279	2014201854	4	82	15C	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764931	SRX1067459	2014202035	2015-06-22	353	182	2016-03-18	SRR2072335	SRS967278	2014202035	3	8	3	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764966	SRX1067460	2014202041	2015-06-22	482	249	2016-03-18	SRR2072336	SRS967277	2014202041	0	43	10A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765076	SRX1067461	2014202148	2015-06-22	108	55	2016-03-18	SRR2072337	SRS967276	2014202148	1	153	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765017	SRX1067462	2014202149	2015-06-22	707	372	2016-03-18	SRR2072338	SRS967275	2014202149	0	94	17F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765102	SRX1067346	2013214718	2015-06-22	247	151	2016-03-18	SRR2072222	SRS967387	2013214718	1	179	35B	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765061	SRX1067347	2013214720	2015-06-22	332	196	2016-03-18	SRR2072223	SRS967388	2013214720	1	138	23B	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765038	SRX1067348	2013214876	2015-06-22	384	240	2016-03-18	SRR2072224	SRS967386	2013214876	3	115	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765006	SRX1067349	2013214880	2015-06-22	505	309	2016-03-18	SRR2072225	SRS967385	2013214880	2	83	15C	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764928	SRX1067350	2013214882	2015-06-22	264	159	2016-03-18	SRR2072226	SRS967384	2013214882	2	5	3	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764951	SRX1067351	2013214888	2015-06-22	474	282	2016-03-18	SRR2072227	SRS967383	2013214888	1	28	38	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765062	SRX1067352	2013214893	2015-06-22	542	340	2016-03-18	SRR2072228	SRS967382	2013214893	3	139	23B	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764952	SRX1067353	2013215520	2015-06-22	212	123	2016-03-18	SRR2072229	SRS967381	2013215520	0	29	38	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765025	SRX1067354	2013215817	2015-06-22	394	246	2016-03-18	SRR2072230	SRS967380	2013215817	2	102	19A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764977	SRX1067355	2013216246	2015-06-22	689	329	2016-03-18	SRR2072231	SRS967379	2013216246	0	54	12F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765069	SRX1067356	2013216323	2015-06-22	549	329	2016-03-18	SRR2072232	SRS967378	2013216323	0	146	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765092	SRX1067357	2013216682	2015-06-22	264	159	2016-03-18	SRR2072233	SRS967377	2013216682	0	169	35B	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764933	SRX1067358	2013216690	2015-06-22	244	148	2016-03-18	SRR2072234	SRS967376	2013216690	3	10	3	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764984	SRX1067359	2013216695	2015-06-22	518	308	2016-03-18	SRR2072235	SRS967374	2013216695	2	61	15A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765047	SRX1067360	2013217175	2015-06-22	313	153	2016-03-18	SRR2072236	SRS967375	2013217175	0	124	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764937	SRX1067361	2013217256	2015-06-22	160	75	2016-03-18	SRR2072237	SRS967373	2013217256	4	14	8	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765023	SRX1067362	2013217306	2015-06-22	466	231	2016-03-18	SRR2072238	SRS967372	2013217306	1	100	19A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764944	SRX1067363	2013217514	2015-06-22	287	137	2016-03-18	SRR2072239	SRS967371	2013217514	1	21	31	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765042	SRX1067364	2013217515	2015-06-22	295	139	2016-03-18	SRR2072240	SRS967369	2013217515	1	119	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765048	SRX1067365	2013217974	2015-06-22	405	208	2016-03-18	SRR2072241	SRS967370	2013217974	1	125	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764945	SRX1067366	2013218080	2015-06-22	879	455	2016-03-18	SRR2072242	SRS967368	2013218080	1	22	34	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765079	SRX1067367	2013218081	2015-06-22	670	318	2016-03-18	SRR2072243	SRS967367	2013218081	1	156	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765041	SRX1067368	2013218100	2015-06-22	271	143	2016-03-18	SRR2072244	SRS967366	2013218100	2	118	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765105	SRX1067369	2013218169	2015-06-22	253	131	2016-03-18	SRR2072245	SRS967365	2013218169	0	182	35F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765018	SRX1067370	2013218174	2015-06-22	455	279	2016-03-18	SRR2072246	SRS967364	2013218174	2	95	17F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765056	SRX1067373	2013218190	2015-06-22	173	109	2016-03-18	SRR2072249	SRS967554	2013218190	4	133	23A	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765088	SRX1067375	2013218247	2015-06-22	133	81	2016-03-18	SRR2072251	SRS967553	2013218247	0	165	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765081	SRX1067396	2013219859	2015-06-22	271	140	2016-03-18	SRR2072272	SRS967552	2013219859	1	158	33F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03765043	SRX1071702	2014201481-c	2015-06-24	214	112	2016-03-18	SRR2076738	SRS970792	2014201481-c	1	120	22F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764976	SRX1071703	2014201545-c	2015-06-24	225	117	2016-03-18	SRR2076739	SRS970791	2014201545-c	1	53	12F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
SAMN03764980	SRX1071704	2014201553-c	2015-06-24	228	118	2016-03-18	SRR2076740	SRS970790	2014201553-c	2	57	12F	WGS	<not provided>	PRJNA284954	Pathogen.cl	CDC	public	0	PAIRED	RANDOM	GENOMIC	Streptococcus pneumoniae	ILLUMINA	SRP059723	not applicable	not applicable	<not provided>	<not provided>	not applicable	not applicable	not applicable	not applicable	not applicable	<not provided>
